Temperature,Humidity,Month
-7.222,0.880,12
-6.217,0.750,12
-7.222,0.740,12
-7.222,0.670,12
-7.100,0.630,12
-7.778,0.670,12
-8.889,0.670,12
-9.756,0.650,12
-12.222,0.660,12
-12.222,0.660,12
-12.639,0.670,12
-13.889,0.760,12
-15.000,0.000,12
-15.733,0.820,12
-15.556,0.000,12
-16.667,0.870,12
-5.756,0.740,12
-16.667,0.870,12
-15.000,0.830,12
-15.467,0.820,12
-13.889,0.760,12
-13.889,0.000,12
-14.772,0.730,12
-13.889,0.760,12
-12.222,0.730,12
-11.061,0.790,12
-10.000,0.730,12
-8.889,0.730,12
-7.728,0.700,12
-7.222,0.740,12
-6.111,0.740,12
-7.172,0.790,12
-6.111,0.740,12
-6.111,0.740,12
-6.128,0.740,12
-6.111,0.740,12
-6.111,0.740,12
-5.783,0.760,12
-5.556,0.770,12
-3.889,0.710,12
1.811,0.780,12
-3.333,0.740,12
-2.222,0.750,12
-1.494,0.740,12
0.000,0.750,12
0.000,0.820,12
1.161,0.780,12
1.111,0.780,12
2.222,0.720,12
2.222,0.790,12
2.222,0.790,12
2.222,0.790,12
2.311,0.790,12
2.778,0.760,12
2.778,0.760,12
2.728,0.770,12
2.778,0.760,12
2.778,0.760,12
2.867,0.770,12
2.778,0.760,12
2.778,0.760,12
3.194,0.770,12
3.333,0.760,12
2.778,0.790,12
4.272,0.900,12
3.333,0.760,12
3.333,0.760,12
3.283,0.860,12
2.778,0.960,12
3.889,0.890,12
4.828,0.830,12
5.000,0.820,12
6.111,0.790,12
6.022,0.790,12
7.778,0.760,12
7.778,0.830,12
8.889,0.770,12
10.000,0.770,12
10.000,0.770,12
8.783,0.830,12
8.889,0.830,12
8.889,0.890,12
8.594,0.890,12
7.222,0.930,12
6.111,0.930,12
5.189,0.930,12
3.889,0.960,12
3.333,0.960,12
10.056,0.800,12
4.444,0.920,12
5.556,0.860,12
6.094,0.850,12
7.222,0.860,12
7.222,0.860,12
7.306,0.860,12
7.222,0.930,12
10.000,0.770,12
11.894,0.750,12
12.778,0.690,12
12.778,0.770,12
13.839,0.720,12
13.889,0.720,12
12.778,0.770,12
12.706,0.730,12
12.222,0.740,12
12.222,0.740,12
11.128,0.780,12
11.111,0.800,12
10.556,0.830,12
10.622,0.800,12
10.556,0.800,12
11.111,0.770,12
7.306,0.820,12
11.667,0.770,12
11.667,0.770,12
11.578,0.780,12
11.111,0.860,12
11.111,0.860,12
11.111,0.870,12
12.222,0.800,12
12.222,0.800,12
12.867,0.780,12
13.889,0.770,12
15.000,0.780,12
16.094,0.720,12
15.000,0.780,12
13.889,0.830,12
14.111,0.820,12
12.778,0.830,12
12.778,0.830,12
11.894,0.870,12
12.778,0.830,12
10.000,0.890,12
8.472,0.900,12
7.778,0.860,12
7.222,0.860,12
4.444,0.750,12
6.667,0.790,12
6.667,0.760,12
6.717,0.700,12
7.222,0.710,12
7.222,0.650,12
6.161,0.660,12
6.111,0.700,12
7.222,0.650,12
7.656,0.660,12
8.889,0.580,12
8.889,0.580,12
8.889,0.540,12
7.778,0.580,12
7.222,0.710,12
6.317,0.650,12
3.889,0.820,12
2.778,0.820,12
3.994,0.770,12
2.778,0.820,12
3.333,0.820,12
3.839,0.800,12
3.889,0.730,12
3.333,0.790,12
2.467,0.760,12
3.889,0.730,12
3.889,0.700,12
3.889,0.730,12
3.889,0.700,12
3.889,0.700,12
2.828,0.830,12
2.222,0.920,12
2.778,0.820,12
2.761,0.840,12
2.778,0.890,12
2.778,0.890,12
2.900,0.890,12
2.778,0.890,12
2.778,0.890,12
2.867,0.890,12
2.778,0.890,12
2.778,0.890,12
2.311,0.910,12
2.222,0.850,12
2.222,0.890,12
2.778,0.840,12
2.222,0.850,12
2.778,0.790,12
-0.506,0.940,12
2.222,0.750,12
2.222,0.750,12
1.683,0.800,12
2.222,0.790,12
2.222,0.850,12
1.283,0.860,12
2.222,0.850,12
2.778,0.820,12
4.739,0.780,12
6.111,0.700,12
7.222,0.650,12
7.606,0.630,12
7.222,0.650,12
7.222,0.650,12
5.033,0.760,12
2.778,0.890,12
2.222,0.850,12
2.256,0.860,12
1.111,0.850,12
1.667,0.850,12
1.561,0.860,12
0.000,0.920,12
0.000,0.920,12
2.278,0.860,12
-1.667,0.960,12
-1.667,0.960,12
-2.067,0.960,12
-2.222,0.960,12
-2.222,0.960,12
-2.033,0.960,12
-2.222,0.960,12
1.111,0.850,12
2.778,0.840,12
5.000,0.700,12
7.222,0.550,12
7.533,0.540,12
7.778,0.470,12
6.111,0.600,12
3.039,0.690,12
2.778,0.760,12
2.222,0.790,12
2.728,0.820,12
2.778,0.890,12
2.778,0.890,12
2.711,0.860,12
2.222,0.850,12
3.889,0.890,12
6.006,0.950,12
3.333,0.920,12
3.333,0.920,12
3.578,0.920,12
3.889,0.920,12
3.889,0.920,12
3.956,0.930,12
5.000,0.930,12
5.000,0.930,12
5.972,0.930,12
7.222,0.860,12
7.222,0.860,12
7.100,0.880,12
7.222,0.860,12
7.222,0.860,12
7.083,0.880,12
7.222,0.860,12
7.222,0.930,12
6.144,0.990,12
6.111,1.000,12
6.667,0.930,12
6.144,0.930,12
6.111,0.960,12
2.778,0.850,12
9.294,0.890,12
2.778,0.850,12
2.778,0.850,12
2.900,0.890,12
2.778,0.960,12
3.889,0.890,12
3.956,0.900,12
3.889,0.920,12
5.000,0.860,12
5.122,0.930,12
6.111,0.860,12
7.222,0.860,12
7.256,0.930,12
7.778,0.890,12
7.778,0.960,12
7.917,0.960,12
7.778,0.960,12
7.778,0.960,12
7.867,0.960,12
7.778,0.960,12
8.333,0.890,12
8.472,0.890,12
8.333,0.930,12
8.333,0.930,12
9.061,0.930,12
10.556,0.890,12
11.111,0.830,12
10.556,0.830,12
8.889,0.890,12
7.222,0.930,12
6.683,0.990,12
6.111,0.930,12
7.222,1.000,12
8.994,0.930,12
10.000,0.930,12
11.111,0.860,12
11.300,0.920,12
11.111,0.860,12
11.111,0.930,12
11.178,0.930,12
10.000,0.930,12
8.889,0.930,12
10.000,0.870,12
8.889,0.930,12
9.444,0.930,12
9.511,0.930,12
8.889,0.930,12
6.111,0.960,12
7.222,0.960,12
6.111,0.960,12
6.111,0.960,12
6.111,0.960,12
6.111,1.000,12
6.111,1.000,12
6.111,0.930,12
6.111,0.930,12
6.111,0.930,12
7.083,0.870,12
7.222,0.860,12
7.222,0.860,12
7.272,0.870,12
7.222,0.930,12
7.778,0.890,12
7.239,0.930,12
7.222,0.930,12
7.222,0.930,12
7.206,0.940,12
7.222,0.930,12
7.222,0.930,12
7.206,0.940,12
7.222,0.930,12
7.222,0.930,12
3.972,0.960,12
7.222,0.960,12
7.222,0.960,12
7.222,0.930,12
7.222,0.930,12
7.222,0.930,12
7.172,0.940,12
7.222,0.930,12
7.222,0.930,12
7.239,0.930,12
7.222,0.930,12
7.222,0.860,12
7.239,0.860,12
7.222,0.860,12
7.222,0.790,12
7.206,0.800,12
6.111,0.860,12
6.111,0.860,12
6.128,0.860,12
6.111,0.860,12
5.000,0.890,12
3.711,0.950,12
3.333,0.920,12
3.333,0.960,12
3.106,0.950,12
2.778,0.920,12
2.222,0.920,12
2.533,0.960,12
2.778,0.960,12
2.778,0.960,12
3.056,1.000,12
3.889,0.920,12
5.000,0.930,12
5.156,0.930,12
7.222,0.790,12
7.222,0.790,12
7.272,0.740,12
7.222,0.730,12
7.222,0.790,12
5.294,0.850,12
5.000,0.860,12
3.889,0.920,12
4.133,0.920,12
3.889,0.920,12
3.889,0.920,12
3.456,0.920,12
2.778,0.920,12
2.778,1.000,12
3.906,0.960,12
2.778,0.960,12
2.222,0.920,12
1.317,0.960,12
0.000,0.920,12
-1.111,1.000,12
0.156,0.930,12
0.000,0.920,12
1.111,1.000,12
2.411,0.990,12
3.889,0.920,12
3.889,0.920,12
5.172,0.930,12
5.000,0.930,12
5.000,0.930,12
4.111,0.990,12
3.889,1.000,12
3.889,0.920,12
4.011,0.930,12
3.889,0.920,12
3.889,0.960,12
3.922,0.960,12
4.444,0.920,12
3.889,0.960,12
5.244,0.940,12
3.889,1.000,12
3.889,0.960,12
3.400,1.000,12
3.889,0.920,12
3.889,0.920,12
3.800,1.000,12
3.889,0.920,12
3.889,1.000,12
3.856,1.000,12
3.889,1.000,12
3.889,1.000,12
5.033,0.940,12
6.111,0.860,12
6.111,0.860,12
6.144,0.940,12
6.111,0.930,12
6.111,0.930,12
6.111,0.940,12
6.111,0.930,12
5.556,0.960,12
5.644,0.930,12
5.556,0.930,12
5.556,0.960,12
6.078,0.870,12
5.000,0.930,12
5.000,0.930,12
5.139,0.940,12
6.111,0.930,12
6.111,0.930,12
6.006,0.940,12
6.111,0.930,12
6.111,0.930,12
6.200,0.990,12
7.222,0.930,12
7.222,0.860,12
7.172,0.880,12
7.222,0.930,12
7.222,0.930,12
7.172,0.870,12
7.222,0.860,12
7.222,0.860,12
7.133,0.870,12
7.222,0.860,12
6.667,0.890,12
6.667,0.900,12
6.667,0.860,12
-0.556,0.960,1
1.822,0.840,2
-0.556,0.960,2
-0.556,0.960,2
-0.522,0.890,2
-1.111,0.920,2
-1.111,0.920,2
-1.044,0.920,2
0.000,0.920,2
0.000,0.920,2
0.156,0.920,2
1.111,0.850,2
2.222,0.790,2
2.917,0.820,2
2.778,0.820,2
2.778,0.890,2
2.444,0.910,2
2.222,0.920,2
2.222,0.850,2
2.394,0.900,2
2.778,0.820,2
2.778,0.790,2
2.689,0.790,2
2.222,0.820,2
-0.556,0.920,2
3.772,0.920,2
-1.667,0.920,2
-3.333,1.000,2
-3.039,0.960,2
-2.778,0.920,2
-2.778,0.920,2
-2.639,0.920,2
-1.111,0.880,2
2.222,0.720,2
2.761,0.750,2
3.889,0.640,2
5.000,0.600,2
6.022,0.550,2
5.000,0.600,2
5.000,0.650,2
5.067,0.700,2
5.000,0.760,2
3.889,0.890,2
4.044,0.800,2
3.889,0.820,2
3.889,0.850,2
3.922,0.890,2
3.333,0.960,2
3.333,1.000,2
1.528,0.810,2
5.000,0.890,2
5.000,0.930,2
4.533,0.960,2
5.000,0.930,2
5.000,0.860,2
3.939,0.930,2
3.889,0.890,2
3.889,0.920,2
3.939,0.890,2
3.889,0.890,2
3.889,0.890,2
5.050,0.820,2
6.111,0.760,2
6.111,0.760,2
5.989,0.650,2
5.000,0.700,2
3.889,0.700,2
2.883,0.760,2
2.222,0.790,2
2.222,0.750,2
1.667,0.750,2
1.667,0.750,2
1.111,0.820,2
-0.767,0.970,2
0.556,0.820,2
0.556,0.820,2
0.522,0.830,2
1.111,0.780,2
1.111,0.780,2
1.022,0.790,2
1.111,0.780,2
1.111,0.750,2
1.039,0.800,2
2.222,0.720,2
2.778,0.700,2
2.689,0.760,2
2.222,0.790,2
1.111,0.920,2
2.156,0.840,2
2.222,0.720,2
2.222,0.690,2
1.217,0.690,2
1.111,0.690,2
1.111,0.690,2
1.044,0.690,2
-0.556,0.960,2
-1.111,1.000,2
-1.078,0.880,2
-1.111,0.920,2
-1.111,0.850,2
-1.144,0.810,2
-2.222,0.960,2
-2.222,0.960,2
-2.172,0.940,2
-2.222,1.000,2
-2.222,0.960,2
-2.133,0.950,2
-1.111,0.880,2
-1.111,0.880,2
-0.017,0.700,2
1.111,0.690,2
0.000,0.690,2
0.017,0.700,2
-1.111,0.880,2
-1.111,0.880,2
-1.111,0.920,2
-1.111,0.920,2
-1.667,1.000,2
-1.633,0.990,2
-1.111,0.960,2
-1.111,0.880,2
-0.728,0.990,2
-1.111,0.920,2
-1.667,0.960,2
-2.606,0.990,2
-2.222,0.960,2
-2.222,0.960,2
-2.172,0.960,2
-2.222,0.960,2
-1.111,0.810,2
-0.067,0.820,2
0.000,0.820,2
1.111,0.750,2
2.067,0.700,2
2.222,0.690,2
2.222,0.720,2
1.078,0.780,2
0.000,0.920,2
0.000,1.000,2
-0.017,0.920,2
0.000,0.920,2
0.000,0.890,2
-0.522,0.920,2
0.000,0.850,2
0.000,0.850,2
-2.900,0.830,2
-0.556,0.960,2
-0.556,0.960,2
-0.556,0.930,2
0.000,0.850,2
-1.111,1.000,2
-1.078,0.990,2
-1.111,0.920,2
-1.111,0.880,2
-0.156,0.860,2
0.000,0.850,2
1.111,0.780,2
0.989,0.800,2
1.111,0.850,2
0.000,0.850,2
0.067,0.850,2
0.000,0.850,2
0.000,0.850,2
-1.078,0.980,2
-1.111,1.000,2
-1.111,0.960,2
-1.161,0.810,2
-1.667,0.780,2
-2.222,0.780,2
-0.883,0.810,2
-3.889,0.810,2
-4.444,0.810,2
-4.394,0.840,2
-4.444,0.840,2
-6.111,0.880,2
-6.061,0.880,2
-2.778,0.780,2
-2.222,0.750,2
-0.189,0.750,2
1.111,0.690,2
0.000,0.690,2
0.189,0.680,2
0.000,0.690,2
1.111,0.640,2
0.089,0.690,2
0.000,0.750,2
0.000,0.820,2
0.000,0.820,2
0.000,0.750,2
-0.556,0.810,2
-0.939,0.930,2
-1.111,0.920,2
-0.556,0.850,2
-0.556,0.940,2
-1.111,0.850,2
-1.111,0.880,2
-1.061,0.880,2
-1.111,1.000,2
-1.111,0.920,2
-1.094,0.920,2
-1.111,1.000,2
-1.111,1.000,2
-0.067,0.990,2
0.000,1.000,2
0.000,1.000,2
0.089,0.990,2
0.000,1.000,2
0.000,1.000,2
1.128,0.990,2
1.111,1.000,2
1.111,1.000,2
1.161,0.990,2
1.111,1.000,2
0.556,0.960,2
0.067,0.950,2
0.000,0.960,2
0.000,0.920,2
-5.317,0.880,2
-1.111,0.920,2
-1.667,0.960,2
-1.683,0.990,2
-2.222,0.960,2
-2.778,0.920,2
-2.778,0.860,2
-2.778,0.850,2
-2.778,0.780,2
-2.728,0.720,2
-2.222,0.690,2
-1.111,0.630,2
-1.078,0.610,2
-1.111,0.600,2
-1.111,0.600,2
-1.094,0.620,2
-2.222,0.690,2
-3.889,0.780,2
-3.628,0.770,2
-3.889,0.780,2
-5.000,0.840,2
-5.767,0.840,2
-6.667,0.880,2
-6.667,0.880,2
-5.311,0.820,2
-6.111,0.880,2
-6.667,0.880,2
-7.328,0.880,2
-7.222,0.880,2
-6.111,0.810,2
-5.989,0.820,2
-3.889,0.740,2
-2.778,0.710,2
-2.172,0.690,2
-2.222,0.750,2
0.000,0.630,2
0.000,0.630,2
0.000,0.690,2
1.111,0.640,2
0.000,0.630,2
-1.111,0.750,2
-2.222,0.750,2
-2.778,0.710,2
-3.333,0.740,2
-3.889,0.740,2
-3.889,0.740,2
-4.444,0.740,2
2.222,0.820,2
2.189,0.820,2
2.222,0.820,2
1.667,0.820,2
1.044,0.810,2
0.000,0.850,2
0.000,0.850,2
-0.033,0.860,2
1.111,0.850,2
2.778,0.760,2
3.544,0.720,2
3.889,0.700,2
5.000,0.700,2
7.033,0.650,2
6.111,0.650,2
7.222,0.650,2
7.033,0.650,2
5.000,0.760,2
2.778,0.820,2
2.311,0.780,2
2.222,0.790,2
2.222,0.790,2
2.222,0.800,2
1.667,0.820,2
-5.556,0.810,2
-1.667,0.880,2
-5.000,0.770,2
-6.111,0.810,2
-5.556,0.770,2
-6.111,0.810,2
-7.222,0.800,2
-7.606,0.830,2
-6.111,0.810,2
-3.889,0.740,2
-2.222,0.660,2
-1.111,0.510,2
0.000,0.560,2
1.111,0.510,2
2.222,0.500,2
2.222,0.540,2
2.017,0.540,2
0.000,0.750,2
-1.111,0.750,2
-2.100,0.800,2
-2.222,0.810,2
-2.222,0.850,2
-2.533,0.860,2
-1.111,0.880,2
-1.667,0.880,2
-3.944,0.900,2
-1.667,0.920,2
-1.667,0.880,2
-1.561,0.880,2
-1.667,0.920,2
-2.222,1.000,2
-2.033,0.980,2
-1.111,0.920,2
-1.111,0.880,2
-0.067,0.830,2
1.111,0.780,2
0.000,0.850,2
1.128,0.780,2
0.000,0.850,2
0.000,0.750,2
0.017,0.820,2
-1.111,0.880,2
-1.111,0.880,2
-1.161,0.880,2
-2.222,0.960,2
-1.667,0.880,2
-2.744,0.920,2
-3.889,0.960,2
-4.444,0.960,2
-5.400,0.890,2
-3.889,0.880,2
-5.000,0.880,2
-5.556,0.850,2
-7.222,0.880,2
-6.111,0.880,2
-7.050,0.950,2
-3.889,0.780,2
-2.778,0.710,2
-2.289,0.670,2
-1.111,0.630,2
-1.111,0.600,2
0.156,0.570,2
0.000,0.560,2
1.111,0.540,2
0.106,0.580,2
-2.222,0.750,2
-2.778,0.780,2
-3.611,0.790,2
-3.889,0.780,2
-4.444,0.840,2
-4.811,0.850,2
-5.000,0.840,2
-5.556,0.880,2
-2.639,0.890,2
-5.556,0.920,2
-6.111,0.920,2
-6.094,0.930,2
-6.111,0.920,2
-5.000,0.840,2
-5.083,0.930,2
-3.889,0.840,2
-2.222,0.810,2
-1.217,0.770,2
0.000,0.690,2
1.111,0.640,2
1.161,0.580,2
1.111,0.590,2
1.111,0.590,2
0.089,0.740,2
-1.111,0.880,2
-2.222,0.960,2
-0.972,0.900,2
-2.222,0.960,2
-1.667,0.920,2
-1.600,0.920,2
-1.667,0.880,2
-1.667,0.880,2
-0.694,0.890,2
-2.778,0.920,2
-3.333,0.920,2
-2.133,0.860,2
-2.222,0.880,2
-2.778,0.850,2
-2.256,0.830,2
-2.222,0.810,2
0.000,0.750,2
2.083,0.650,2
2.778,0.670,2
3.889,0.620,2
4.967,0.550,2
5.000,0.530,2
3.889,0.700,2
2.583,0.680,2
0.000,0.750,2
0.000,0.750,2
-0.989,0.810,2
0.000,0.820,2
-0.556,0.810,2
-0.661,0.810,2
-0.556,0.850,2
-0.556,0.850,2
-2.500,0.880,2
-0.556,0.850,2
-0.556,0.810,2
-1.078,0.880,2
-1.111,0.880,2
-2.222,0.880,2
-2.050,0.880,2
0.000,0.850,2
2.222,0.720,2
2.850,0.690,2
3.889,0.620,2
5.000,0.600,2
6.094,0.630,2
6.111,0.550,2
6.111,0.600,2
4.167,0.670,2
3.889,0.640,2
2.778,0.700,2
2.761,0.750,2
2.222,0.720,2
0.556,0.750,2
0.539,0.760,2
-1.111,0.850,2
-2.222,0.850,2
2.189,0.920,2
-3.333,0.880,2
-2.778,0.850,2
-1.822,0.880,2
-1.111,0.920,2
-1.111,0.920,2
0.050,0.860,2
1.111,0.780,2
2.222,0.720,2
3.889,0.620,2
6.111,0.550,2
7.222,0.510,2
7.100,0.510,2
7.222,0.550,2
7.222,0.510,2
5.278,0.620,2
5.000,0.650,2
3.889,0.760,2
4.011,0.700,2
3.889,0.700,2
4.444,0.700,2
3.939,0.780,2
3.333,0.850,2
2.778,0.920,2
-0.506,0.890,2
2.778,0.920,2
2.778,0.890,2
2.794,0.890,2
2.778,0.820,2
2.222,0.850,2
2.222,0.860,2
3.889,0.820,2
5.000,0.760,2
6.022,0.760,2
6.111,0.760,2
6.111,0.790,2
5.067,0.860,2
6.111,0.790,2
7.222,0.730,2
7.156,0.660,2
5.000,0.700,2
2.778,0.820,2
2.500,0.770,2
2.222,0.790,2
1.667,0.780,2
0.311,0.870,2
-0.556,0.880,2
-1.111,0.880,2
0.667,0.890,2
-1.667,0.880,2
-0.556,0.880,2
0.628,0.920,2
1.667,0.890,2
2.222,0.920,2
2.761,0.950,2
3.889,0.920,2
5.000,0.860,2
6.894,0.810,2
7.222,0.790,2
7.778,0.760,2
7.761,0.770,2
7.778,0.760,2
8.889,0.770,2
8.994,0.700,2
6.111,0.790,2
5.000,0.860,2
4.772,0.820,2
2.778,0.890,2
2.778,0.890,2
2.483,0.920,2
2.222,0.920,2
2.222,0.790,2
5.017,0.800,2
2.222,0.850,2
2.778,0.820,2
2.622,0.890,2
2.778,0.960,2
2.778,0.960,2
2.867,0.890,2
3.889,0.820,2
3.889,0.890,2
4.928,0.820,2
5.000,0.820,2
6.111,0.790,2
6.144,0.780,2
6.111,0.790,2
6.111,0.790,2
5.089,0.820,2
6.111,0.760,2
5.000,0.820,2
5.033,0.820,2
5.000,0.820,2
5.000,0.820,2
4.983,0.890,2
5.556,0.820,2
5.556,0.790,2
4.600,0.940,2
5.556,0.790,2
5.000,0.820,2
5.506,0.820,2
5.000,0.860,2
5.000,0.860,2
5.067,0.860,2
6.111,0.790,2
7.222,0.790,2
7.706,0.830,2
8.889,0.770,2
8.889,0.770,2
8.872,0.780,2
10.000,0.770,2
10.000,0.770,2
8.933,0.880,2
8.889,0.830,2
7.778,0.830,2
7.150,0.870,2
7.222,0.860,2
6.111,0.930,2
5.544,0.960,2
5.000,0.960,2
5.000,0.960,2
4.772,0.900,2
4.444,0.960,2
3.889,1.000,2
2.728,0.990,2
2.222,1.000,2
1.111,1.000,2
1.300,1.000,2
2.778,1.000,2
5.000,1.000,2
9.611,0.780,2
12.778,0.690,2
13.889,0.590,2
13.839,0.630,2
13.889,0.640,2
13.889,0.640,2
12.394,0.720,2
11.111,0.770,2
11.111,0.770,2
10.017,0.830,2
10.000,0.830,2
10.000,0.860,2
8.906,0.850,2
7.222,0.890,2
5.556,0.890,2
6.217,0.830,2
5.000,0.860,2
4.444,0.850,2
3.644,0.920,2
3.889,0.890,2
2.778,0.960,2
2.583,0.920,2
3.889,0.890,2
7.222,0.790,2
10.939,0.610,2
12.778,0.590,2
15.000,0.550,2
14.828,0.550,2
16.111,0.520,2
15.000,0.510,2
13.956,0.580,2
11.111,0.710,2
10.000,0.770,2
9.011,0.760,2
7.778,0.830,2
7.222,0.830,2
7.311,0.790,2
7.778,0.760,2
7.222,0.760,2
7.972,0.840,2
5.000,0.890,2
4.444,0.920,2
4.411,0.890,2
3.889,0.920,2
3.889,0.920,2
3.939,0.920,2
7.222,0.790,2
7.778,0.830,2
10.050,0.770,2
12.778,0.690,2
12.778,0.690,2
14.861,0.610,2
12.778,0.690,2
12.778,0.720,2
12.394,0.730,2
12.222,0.740,2
11.111,0.800,2
11.094,0.800,2
11.111,0.770,2
10.556,0.800,2
10.417,0.720,2
9.444,0.770,2
8.889,0.800,2
4.183,0.840,2
7.778,0.830,2
9.444,0.740,2
8.783,0.780,2
7.778,0.830,2
7.222,0.860,2
7.311,0.800,2
7.222,0.860,2
7.778,0.890,2
9.011,0.890,2
10.000,0.830,2
10.000,0.830,2
11.194,0.800,2
12.222,0.740,2
12.222,0.660,2
11.194,0.710,2
8.889,0.830,2
7.778,0.890,2
7.778,0.950,2
6.111,0.930,2
5.556,0.930,2
4.983,0.890,2
4.444,0.820,2
3.889,0.850,2
-0.300,0.880,2
2.778,0.920,2
2.778,0.920,2
2.867,0.920,2
2.222,1.000,2
2.222,0.920,2
2.172,0.920,2
2.222,1.000,2
2.222,1.000,2
2.656,0.990,2
2.778,1.000,2
2.778,0.960,2
2.622,0.960,2
2.778,0.890,2
2.222,1.000,2
2.206,0.930,2
2.222,0.920,2
2.222,0.920,2
2.133,0.920,2
2.222,0.850,2
1.667,0.920,2
2.117,0.860,2
1.667,0.850,2
-6.078,0.930,12
-6.111,0.920,1
-6.111,0.920,1
-5.556,0.930,1
-5.000,0.840,1
-5.000,0.840,1
-5.033,0.850,1
-5.000,0.840,1
-5.000,0.840,1
-4.894,0.850,1
-4.444,0.840,1
-4.444,0.840,1
-5.333,0.810,1
-5.000,0.810,1
-5.556,0.810,1
-5.033,0.780,1
-5.000,0.770,1
-5.000,0.810,1
-4.950,0.810,1
-5.000,0.810,1
-3.889,0.740,1
-3.956,0.750,1
-3.889,0.740,1
-2.778,0.710,1
-12.222,0.870,1
-10.678,0.910,1
-13.889,0.830,1
-12.778,0.870,1
-12.133,0.840,1
-12.778,0.830,1
-13.889,0.830,1
-13.561,0.840,1
-12.778,0.830,1
-10.000,0.920,1
-7.172,0.950,1
-5.000,0.840,1
-3.889,0.780,1
-3.839,0.780,1
-3.889,0.740,1
-3.889,0.740,1
-5.833,0.800,1
-7.222,0.880,1
-7.222,0.880,1
-7.517,0.840,1
-8.889,0.840,1
-9.444,0.880,1
-9.656,0.890,1
-10.000,0.880,1
-11.111,0.870,1
-6.056,0.880,1
-10.556,0.870,1
-11.111,0.870,1
-10.417,0.880,1
-8.889,0.920,1
-7.778,0.920,1
-7.656,0.920,1
-7.222,0.960,1
-7.222,0.960,1
-7.050,0.950,1
-6.111,0.880,1
-5.000,0.810,1
-4.950,0.840,1
-5.000,0.840,1
-5.000,0.840,1
-4.928,0.840,1
-5.000,0.840,1
-5.000,0.840,1
-5.106,0.850,1
-5.000,0.840,1
-5.556,0.880,1
-5.572,0.890,1
-5.556,0.880,1
-5.000,0.840,1
-5.606,0.890,1
-5.556,0.880,1
-6.111,0.920,1
-6.128,0.920,1
-6.111,0.880,1
-6.111,0.920,1
-6.233,0.890,1
-6.111,0.880,1
-6.111,0.920,1
-6.217,0.920,1
-6.111,0.880,1
-5.000,0.840,1
-5.172,0.850,1
-5.000,0.840,1
-5.000,0.840,1
-5.122,0.850,1
-5.000,0.840,1
-5.000,0.840,1
-5.122,0.850,1
-5.000,0.840,1
-5.556,0.880,1
-5.589,0.890,1
-5.556,0.920,1
-5.556,0.880,1
-5.172,0.890,1
-6.111,0.920,1
-6.111,0.920,1
-6.111,0.920,1
-6.111,0.920,1
-6.111,0.920,1
-7.133,0.960,1
-6.111,0.920,1
-6.111,0.920,1
-6.144,0.920,1
-6.111,0.920,1
-6.111,0.920,1
-6.111,0.920,1
-5.000,0.840,1
-6.111,0.920,1
-6.111,0.920,1
-6.111,0.920,1
-6.111,0.920,1
-5.989,0.920,1
-5.000,0.840,1
-5.556,0.880,1
-5.433,0.890,1
-5.000,0.840,1
-5.000,0.880,1
-1.683,0.890,1
-5.000,0.880,1
-4.444,0.880,1
-3.856,0.890,1
-2.778,0.850,1
-2.778,0.850,1
-2.744,0.920,1
-2.778,0.920,1
-2.222,0.880,1
-1.028,0.880,1
0.000,0.820,1
1.111,0.780,1
1.389,0.790,1
2.778,0.760,1
2.778,0.760,1
1.389,0.780,1
0.000,0.850,1
0.000,0.850,1
0.122,0.850,1
0.000,0.850,1
-0.556,0.880,1
-0.050,0.840,1
-0.556,0.850,1
-0.556,0.850,1
-1.078,0.930,1
-1.111,0.880,1
-1.111,0.920,1
-0.589,0.890,1
0.000,0.850,1
0.000,0.920,1
-0.033,0.920,1
0.000,0.920,1
0.000,0.920,1
0.000,0.930,1
1.111,0.850,1
1.111,0.850,1
1.022,0.920,1
1.111,0.920,1
0.000,0.920,1
0.033,0.930,1
0.000,0.920,1
0.000,0.920,1
0.000,0.930,1
0.000,0.920,1
0.000,0.920,1
0.000,0.930,1
0.000,0.920,1
-0.556,0.960,1
0.333,0.840,1
-0.556,0.920,1
-1.111,0.960,1
-1.217,0.930,1
-1.111,0.920,1
-1.111,0.920,1
-0.206,0.870,1
-1.111,0.920,1
0.000,0.850,1
-0.033,0.860,1
1.111,0.850,1
1.111,0.850,1
1.078,0.860,1
1.111,0.850,1
1.111,0.850,1
1.183,0.860,1
0.000,0.920,1
0.000,0.920,1
0.089,0.990,1
0.000,0.920,1
0.000,0.960,1
0.050,0.960,1
-0.556,0.960,1
0.000,0.960,1
-2.344,0.960,1
0.000,0.820,1
0.000,0.720,1
-0.506,0.710,1
-1.111,0.750,1
-1.111,0.750,1
-1.161,0.820,1
-1.111,0.810,1
0.000,0.690,1
0.033,0.720,1
1.111,0.640,1
1.111,0.750,1
0.972,0.860,1
1.111,0.780,1
0.000,0.850,1
-0.050,0.860,1
0.000,0.850,1
0.000,0.820,1
-1.078,0.890,1
-1.111,0.880,1
-1.111,0.850,1
-1.756,0.890,1
-2.222,0.880,1
-2.222,0.880,1
2.867,0.870,1
-2.778,0.960,1
-2.778,0.960,1
-2.761,0.960,1
-2.778,1.000,1
-2.778,1.000,1
-2.311,0.960,1
-2.222,1.000,1
-2.222,1.000,1
-2.344,0.990,1
-2.222,1.000,1
-2.222,1.000,1
-2.133,1.000,1
-1.111,1.000,1
-1.111,1.000,1
